#{"t_start": 1767865492.5766735, "env_id": "None"}
r,l,t
-345.478786,119,4899.273856
-472.646396,122,4905.528782
-443.077054,121,4911.734004
-361.606535,119,4917.839169
-344.046838,118,4923.89418
-440.555265,121,4930.099442
-393.088581,121,4936.304652
-441.416765,121,4942.510532
-443.103064,120,4948.664926
-377.902869,120,4954.820107
-242.91062,89,4959.423981
-207.253667,88,4963.977859
-208.122342,88,4968.531899
-381.782889,117,4974.536656
-447.406734,121,4980.741814
-342.783695,117,4986.746887
-368.412833,121,4992.952085
-342.75381,118,4999.007128
-357.108246,121,5005.212345
-300.82412,117,5011.217862
-199.088109,89,5015.821248
-304.616399,118,5021.876364
-357.967618,117,5027.881547
-350.906596,117,5033.869768
-331.502887,118,5039.924855
-278.649615,89,5044.52864
-362.091344,119,5050.633763
-350.741301,117,5056.638818
-195.44301,89,5061.242706
-360.555836,118,5067.297708
-207.856133,89,5071.901602
-203.934642,89,5076.505933
-320.718885,117,5082.510477
-265.997183,89,5087.114349
-235.947728,89,5091.718215
-226.873274,88,5096.272103
-362.98771,117,5102.277075
-207.535081,88,5106.830831
-360.133273,121,5113.036072
-203.859764,88,5117.656601
-365.394576,119,5123.762002
-244.296839,88,5128.315548
-243.388944,88,5132.869421
-308.260546,118,5138.924548
-319.159943,117,5144.929449
-354.035019,117,5150.934554
-198.742868,89,5155.538366
-198.601311,89,5160.142271
-191.183505,90,5164.796149
-260.461019,89,5169.399973
-281.643809,118,5175.455055
-229.918253,89,5180.058901
-220.892505,89,5184.662779
-271.03035,89,5189.266632
-317.461698,118,5195.32211
-207.814957,90,5199.958925
-192.992112,90,5204.612851
-334.278681,118,5210.667937
-201.067729,90,5215.321826
-219.413402,89,5219.925745
-232.65278,89,5224.512916
-194.149582,89,5229.116706
-180.351805,89,5233.720585
-215.560766,88,5238.274405
-301.524573,118,5244.312874
-261.117941,89,5248.916657
-244.165536,89,5253.520502
-234.198655,89,5258.12459
-284.127958,89,5262.728216
-201.526287,89,5267.332341
-228.338802,89,5271.936013
-255.38457,89,5276.539755
-255.707708,89,5281.143642
-169.161005,89,5285.747496
-233.020595,89,5290.351408
-223.673739,90,5294.988692
-232.88111,89,5299.592569
-269.712628,89,5304.19638
-234.790216,89,5308.800457
-250.59986,89,5313.404431
-186.467636,89,5318.008244
-297.27149,122,5324.263167
-222.306331,89,5328.867279
-292.149835,122,5335.12276
-218.68614,89,5339.726057
-184.576896,89,5344.32993
-225.866178,89,5348.933845
-252.824186,89,5353.538295
-207.798187,89,5358.141578
-239.674778,90,5362.796481
-187.652057,89,5367.399473
-294.880629,123,5373.704635
-230.820033,89,5378.308789
-249.174515,89,5382.912939
-246.381581,89,5387.516494
-230.635915,89,5392.120003
-237.308727,91,5396.824033
-301.039768,123,5403.129207
-194.844402,89,5407.7331
-191.339633,89,5412.336996
-192.041248,90,5416.991085
-238.096829,89,5421.595012
-188.564929,88,5426.148608
-174.80096,89,5430.752777
-207.289475,89,5435.35626
-266.588117,89,5439.960116
-213.827744,90,5444.61446
-192.316136,89,5449.218329
-252.763795,89,5453.821705
-162.792742,89,5458.425563
-248.772808,90,5463.079512
-192.349571,89,5467.683647
-235.044609,89,5472.287194
-292.283143,123,5478.592771
-193.006399,90,5483.246453
-208.345378,89,5487.850327
-195.417911,89,5492.454128
-237.509918,90,5497.108013
-299.59321,123,5503.413523
-250.919751,91,5508.117224
-296.783378,122,5514.372466
-196.363147,89,5518.976318
-246.329677,89,5523.580186
-360.036714,123,5529.885466
-310.170791,122,5536.140725
-346.152055,123,5542.446235
-233.24695,89,5547.049894
-187.497276,89,5551.653709
-263.730114,89,5556.257601
-181.971806,89,5560.861463
-284.02154,122,5567.100283
-205.335207,89,5571.703872
-225.868558,89,5576.307746
-201.189171,90,5580.96164
-178.811623,89,5585.565869
-186.378897,89,5590.169706
-259.647307,89,5594.774194
-170.227889,90,5599.427118
-204.248723,89,5604.031224
