#{"t_start": 1767878381.348148, "env_id": "None"}
r,l,t
-182.895502,88,4726.046663
-163.202483,97,4731.050855
-147.60733,89,4735.654724
-184.70784,89,4740.258523
-161.346584,88,4744.812401
-160.814512,89,4749.416162
-142.645974,89,4754.020201
-175.861655,89,4758.623901
-211.92956,101,4763.828193
-175.319628,88,4768.381977
-169.997077,103,4773.686423
-159.842746,98,4778.740682
-137.285871,88,4783.294403
-157.906115,88,4787.848245
-174.067375,89,4792.452434
-178.866993,100,4797.606441
-151.53187,89,4802.210263
-170.664673,89,4806.814088
-206.967093,118,4812.852444
-158.154886,89,4817.456382
-146.690945,89,4822.060125
-183.460349,104,4827.414582
-186.748911,103,4832.719058
-149.980355,89,4837.322888
-152.240764,96,4842.27703
-163.49184,91,4846.980972
-150.022229,88,4851.534757
-165.447715,92,4856.288753
-148.030299,88,4860.844789
-175.152696,88,4865.396351
-94.412083,99,4870.500602
-150.699192,90,4875.171162
-158.05988,90,4879.825073
-166.963723,89,4884.428881
-180.26718,89,4889.032761
-165.425327,89,4893.636956
-164.124084,89,4898.240443
-147.418708,88,4902.79433
-143.065279,89,4907.398065
-145.467927,89,4912.001945
-178.783966,89,4916.605786
-197.621604,89,4921.210802
-169.633445,89,4925.813587
-163.642012,107,4931.318076
-207.721784,95,4936.22218
-147.293167,89,4940.809456
-155.980959,89,4945.413203
-188.383453,89,4950.017137
-154.880679,88,4954.570863
-166.879748,89,4959.174715
-161.12188,89,4963.778636
-149.10673,89,4968.382417
-148.554568,89,4972.986213
-168.890828,89,4977.59013
-164.951129,97,4982.594259
-163.329603,89,4987.198199
-177.241149,89,4991.8025
-157.668204,89,4996.40582
-208.41605,100,5001.560158
-180.470878,88,5006.097267
-153.718329,91,5010.801254
-171.320003,89,5015.405061
-153.547072,88,5019.958876
-172.722143,88,5024.512677
-158.346209,88,5029.066458
-157.817805,92,5033.820456
-155.695359,88,5038.374258
-137.241843,89,5042.961418
-195.985374,108,5048.516145
-164.292836,88,5053.07182
-140.29823,88,5057.623785
-154.635493,88,5062.177517
-159.820675,88,5066.731352
-226.509865,103,5072.035812
-166.2051,88,5076.589545
-75.323773,96,5081.543689
-202.408556,89,5086.147527
-195.08174,89,5090.751419
-181.271401,89,5095.35525
-143.543845,89,5099.959087
-143.614108,89,5104.562924
-148.471737,89,5109.166802
-160.026233,89,5113.770919
-164.466141,89,5118.374513
-193.351339,104,5123.729017
-215.146148,121,5129.93462
-145.591599,89,5134.604996
-180.72952,103,5139.909163
-175.653947,102,5145.163532
-141.119653,89,5149.767468
-181.390334,102,5155.021817
-149.443676,90,5159.67573
-141.020148,88,5164.229793
-159.026921,89,5168.833554
