#{"t_start": 1768359795.215907, "env_id": "None"}
r,l,t
-199.945769,94,2845.464588
-171.833028,94,2847.986892
-225.488256,124,2851.286809
-251.51482,111,2854.263775
-171.403215,93,2856.760992
-239.630492,125,2861.526505
-176.115515,110,2864.507659
-168.56157,91,2866.970129
-179.883465,94,2869.509295
-146.225311,90,2871.954675
-137.748477,90,2874.389421
-189.727171,91,2876.871117
-205.692051,97,2879.490512
-167.344754,88,2881.875594
-211.103455,96,2884.481814
-151.126065,88,2886.865433
-245.874952,107,2889.742972
-161.39497,90,2892.183754
-187.36574,106,2895.054092
-176.316643,88,2897.433332
-179.910522,95,2900.002502
-150.426556,89,2902.406072
-177.902907,99,2905.08459
-161.359489,89,2907.50843
-186.816627,92,2909.988079
-194.578071,93,2912.52618
-192.562213,105,2915.341882
-152.910827,91,2919.207473
-234.202487,122,2922.424939
-175.572145,112,2925.418259
-146.851956,90,2927.831563
-230.219329,114,2930.840291
-175.401345,96,2933.401679
-179.667528,94,2935.909502
-147.929863,91,2938.335419
-195.414268,95,2940.857018
-184.49611,101,2943.556785
-246.037064,124,2946.844692
-197.174016,93,2949.327505
-223.399219,122,2952.547135
-243.266646,118,2955.654025
-197.04568,95,2958.190886
-197.702051,105,2960.987724
-182.231264,88,2963.33122
-170.980469,92,2965.778626
-171.425437,88,2968.140453
-199.121581,88,2970.484569
-209.000853,117,2975.009425
-223.801963,128,2978.430506
-168.75107,91,2980.881371
-197.408381,110,2983.823385
-175.075273,98,2986.454889
-140.666691,87,2988.806932
-191.644811,93,2991.327456
-176.381464,90,2993.759018
-171.849756,97,2996.373462
-202.901047,88,2998.752156
-211.370874,107,3001.615311
-219.496975,104,3004.416702
-147.564761,92,3006.900215
-188.636004,88,3009.275959
-245.161766,119,3012.460444
-168.77392,91,3014.918421
-221.535544,124,3018.221257
-250.025009,130,3021.684587
-225.813247,128,3025.094771
-181.625825,88,3027.475383
-162.688191,93,3031.40911
-76.843359,98,3034.060202
-161.635306,91,3036.507951
-145.849145,87,3038.847162
-158.958004,91,3041.289731
-149.809825,88,3043.659977
-189.330457,97,3046.270121
-240.199009,119,3049.445613
-155.838819,89,3051.841582
-193.071634,94,3054.368736
-224.563519,122,3057.627546
-191.544518,87,3059.985034
-235.781133,128,3063.39103
-169.284546,86,3065.696779
-155.073634,92,3068.186344
-221.720927,93,3070.69949
-157.325159,89,3073.089748
-279.88348,129,3076.515555
-144.703504,87,3078.865946
-201.941965,122,3082.110829
-180.002043,97,3084.729727
-205.784254,90,3088.585773
-160.315493,93,3091.078205
-223.485344,120,3094.258802
-155.195669,89,3096.653502
-173.074017,93,3099.154724
-186.521632,89,3101.549316
-156.157369,91,3103.990921
-223.949341,123,3107.245361
-194.382197,89,3109.650402
-203.424846,89,3112.044999
-187.120499,88,3114.406874
-153.562113,90,3116.821254
-205.374521,97,3119.439214
-159.985438,93,3121.937124
-258.027189,123,3125.201053
-178.486681,91,3127.644349
-202.46653,107,3130.527623
-270.987731,134,3134.103854
-163.195754,90,3136.509722
-163.396105,92,3138.968935
-166.80938,89,3141.362576
-158.274754,89,3145.183336
-193.89615,93,3147.681884
-160.720914,86,3149.99304
-182.730417,106,3152.82645
-205.470521,87,3155.168824
-260.892445,125,3158.481999
-151.897518,89,3160.870196
-166.502571,92,3163.33793
-207.967111,120,3166.519799
-183.012834,105,3169.354456
-243.687346,129,3172.770187
-242.695498,122,3176.000673
-161.626378,91,3178.440968
-171.550001,103,3181.210225
-200.207597,109,3184.143016
-164.372112,93,3186.637474
-226.530201,120,3189.829234
-168.231171,98,3192.463373
-188.460324,92,3194.931329
-179.479927,90,3197.359947
-178.336417,99,3201.486006
-169.283675,92,3203.967115
-170.231659,88,3206.338611
-187.455171,91,3208.812911
-163.777298,89,3211.218597
-177.25236,89,3213.620454
-217.782616,121,3216.844976
-158.762835,97,3219.457433
-155.721333,95,3222.011551
-155.440367,87,3224.349504
-185.146821,91,3226.814852
-164.526281,93,3229.31637
-192.953399,95,3231.892608
-160.061256,90,3234.314816
-216.849504,92,3236.80537
-207.518564,122,3240.06444
-211.226919,93,3242.577603
-154.48716,87,3244.928333
-216.444068,121,3248.150789
-189.390808,103,3250.940907
-154.767316,88,3253.313995
-165.055083,94,3257.274054
-179.262705,91,3259.709932
-164.200024,89,3262.091691
-163.336151,88,3264.449261
-183.645965,87,3266.796046
-160.638982,89,3269.18582
-198.886323,89,3271.588491
-205.079742,95,3274.145618
-155.081681,86,3276.448983
-148.819774,89,3278.836626
-214.249175,97,3281.458037
-161.371965,90,3283.881341
-153.766442,105,3286.703554
-143.29401,95,3289.263304
-178.918503,94,3291.797279
-202.456832,101,3294.509186
-159.759705,93,3297.00769
-173.712744,95,3299.566536
-228.360318,118,3302.718534
-190.54105,91,3305.193176
-174.695611,109,3308.12677
-198.646969,121,3312.820689
-152.955596,87,3315.174199
-211.61272,91,3317.638532
-205.747827,89,3320.041621
-226.556208,119,3323.208075
-154.66538,89,3325.622568
